Id,gripForce
0,51.145887409587075
1,55.426455736571306
2,32.83936701584111
3,45.605731311813976
4,34.78073982379012
5,55.76928465584851
6,30.72160444538569
7,53.884726335144315
8,31.02440278187917
9,45.082044755372706
10,60.61479974520321
11,53.17774258160957
12,54.80845138822023
13,57.30207464012496
14,50.546155961261825
15,32.78245576503126
16,55.36931349494271
17,28.70461217590762
18,54.158489491354345
19,30.116296635115507
20,35.31455762577295
21,55.02073807012873
22,48.25810573469766
23,49.04486106231746
24,31.467472413826762
25,49.2831888930287
26,34.734857377899836
27,36.36921815104582
28,49.47559776057133
29,50.70326921502732
30,50.59591092676262
31,44.44050337459544
32,41.3781139813566
33,55.28866178038104
34,33.108267682331146
35,50.049471006056564
36,37.10411728631243
37,53.91114705773364
38,32.06025284593046
39,51.01421045300892
40,58.69257452631334
41,53.527791444778295
42,34.63255493576775
43,54.87552584432139
44,52.656661482926125
45,53.50669718756132
46,53.12926934821577
47,49.968111861894485
48,54.22717801711452
49,51.778518565489684
50,33.16927666540599
51,55.087993199873814
52,27.407983177044546
53,57.94930879899147
54,33.20227260160929
55,51.242546887828674
56,30.198935989153913
57,49.69387263434805
58,35.74534272493882
59,30.577510642601755
60,46.24695598173379
61,50.13071026582434
62,33.18926567959294
63,29.631054198413
64,46.210066447983834
65,34.00310152811536
66,40.88274965595909
67,50.90932302527264
68,56.07967348452265
69,43.7625809495589
70,30.376821664847782
71,48.48515081606952
72,52.22974076807833
73,50.099988461988005
74,34.48359374543535
75,59.84019568241842
76,50.38776605910089
77,51.01720779409582
78,57.62452765984192
79,51.668686691107496
80,31.216918129986038
81,51.186301916399486
82,28.530292947648775
83,32.9618306840348
84,28.04164834894661
85,54.01100704400299
86,30.380634008261925
87,55.25238748263698
88,54.387499594800154
89,33.14014743389986
90,26.411466308265457
91,43.93835731110601
92,28.556613586497335
93,32.10345732703449
94,53.00225795773365
95,31.374231995191867
96,57.4191437665415
97,50.266027827316755
98,56.16628026230496
99,52.99264679651878
100,56.230421358813416
101,50.61456101019605
102,61.55615821845262
103,38.5304571176547
104,56.97792634597112
105,47.57238608166748
106,51.41565292819295
107,46.840796439685775
108,32.17090765385872
109,51.19117906604088
110,31.16956812261046
111,29.04966023945282
112,50.202993119393966
113,51.983190667987515
114,31.85393595808262
115,33.89864402011898
116,55.70396654439303
117,55.34630985637216
118,50.84113074467982
119,47.23807335524032
120,44.00342321509512
121,50.07039661099774
122,56.66382409967322
123,63.314471988296354
124,54.297496570708574
125,59.05974699953383
126,31.116916247425607
127,47.632746343375175
128,53.75771430445924
129,46.484547919144
130,31.716427328626956
131,31.868890190786026
132,34.76772962025136
133,56.605391752530785
134,54.69772714825363
135,57.93305017913826
136,55.31082566764147
137,53.737391148052225
138,52.48942211665987
139,54.37387430682878
140,29.297385054228293
141,32.22628848113779
142,30.888295141162754
143,56.58654809095519
144,55.235160421013475
145,50.23187115063452
146,32.20306958006039
147,27.03680741657032
148,29.61002105107016
149,58.732606940812346
150,35.23682741363616
151,47.799276498876374
152,38.825462639734276
153,55.71536220316311
154,32.3140185494313
155,59.36128971325671
156,29.571005072399306
157,57.9940797082777
158,50.12822448148496
159,55.59004689999077
160,32.48632551451581
161,34.83048152404526
162,27.01663563387989
163,57.08478682269016
164,55.978552353213495
165,29.108594916670143
166,30.08260373940751
167,46.09045120412149
168,34.203108277518446
169,49.13191530194783
170,31.985150428019942
171,56.54912861309567
172,54.704672700123766
173,24.84466760768794
174,46.14578248037266
175,48.430595489396964
176,48.64977358577953
177,46.904596780061425
178,56.37546237613273
179,55.10526286331178
180,51.60513077391553
181,47.996565284329556
182,53.122497428219475
183,59.250049226202236
184,53.13557609908339
185,59.39969983465335
186,31.383949793642234
187,50.86474187555072
188,51.94443719474288
189,50.62694032681174
190,54.13793681065314
191,44.06304892495239
192,50.808378287089745
193,54.536115944955704
194,35.66128112113619
195,53.21767156312885
196,28.839179953342686
197,35.6054280039251
198,34.524841353423305
199,29.47331265449525
200,34.485647671247044
201,52.68332957767595
202,33.24148217047252
203,45.5820276174308
204,55.09049907933955
205,50.85358621128139
206,49.02007381802125
207,56.180907483018125
208,26.173598097369215
209,54.22523620798779
210,34.33184583575686
211,50.586745010706494
212,35.71516749902787
213,58.29531496214771
214,25.143419090406436
215,51.59508474259788
216,49.88496440543423
217,53.56185815673624
218,34.343845324343896
219,55.37942820747679
220,58.792352479195216
221,28.549207320241177
222,31.505783695606162
223,52.11832132494782
224,53.845552761910525
225,55.62244553730967
226,30.675641785561155
227,50.66988357712522
228,53.572902295215115
229,50.55447800876268
230,57.51616973045279
231,32.224239451168465
232,52.610305714765786
233,48.520979918566255
234,51.712264214634374
235,39.06974523270979
236,52.934966876212194
237,59.77359527316377
238,43.01677351365862
239,56.87757908528931
240,25.935277825733845
241,25.104037713725848
242,53.37387560786422
243,45.38961060341179
244,50.85116911760721
245,50.9193739055345
246,52.696459611299076
247,56.05983650765463
248,55.338306647232045
249,51.72207629165335
250,28.46495617898971
251,52.58653265670778
252,39.726778873157045
253,33.90569723721916
254,60.403082763889095
255,28.56145701216956
256,50.411842194227965
257,51.1313704735524
258,54.77661647562054
259,54.59223552731073
260,37.951703506486645
261,30.214058575470272
262,33.10320835173597
263,29.484854099236117
264,31.153590496645524
265,53.800750717595726
266,33.75656172494501
267,33.410833368161114
268,54.19827556612186
269,48.499184568779775
270,44.209331266832514
271,37.23471787133384
272,48.74833131105364
273,32.39455822931217
274,33.849944045980514
275,51.44809596457038
276,35.56284835253947
277,49.40147616346836
278,30.602482365558185
279,36.18624926418018
