Id,gripForce
0,31.371003872740474
1,29.148237660028165
2,55.15529708117228
3,34.72121033377028
4,46.96399309322206
5,43.34994083085019
6,35.50454154107501
7,42.01690586625287
8,41.809493102011096
9,39.812959226808715
10,48.24406829055653
11,55.32498478475284
12,56.403685492790544
13,28.890996011983837
14,43.04478007866399
15,42.73809515056007
16,43.34994083085019
17,35.3958089513
18,33.43632457581647
19,45.92168107658686
20,56.607068924595396
21,44.94920564948214
22,56.73939675847882
23,56.17632744114138
24,28.998128617997892
25,55.857375161272785
26,54.10246579792771
27,34.41637063905772
28,44.85074895961536
29,30.50503603197827
30,56.3508827740213
31,47.335290693231144
32,42.73809515056007
33,42.63553852125561
34,53.11099292597833
35,35.852306060372385
36,22.570351421371246
37,56.1699912568412
38,21.46003916154458
39,39.28079594282185
40,27.824042290014127
41,47.427438570717726
42,55.20210695456467
43,37.886944535046375
44,29.1053348700003
45,54.65608984629573
46,34.41637063905772
47,31.371003872740474
48,29.75003558483681
49,44.94920564948214
50,52.49999939573809
51,33.98079337020766
52,38.31722725517647
53,47.519310873874375
54,40.44813507940723
55,51.25009653772909
56,38.10222754847893
57,54.86247372255518
58,30.61311516208765
59,56.76513952817888
60,56.26660811468719
61,26.24083137710284
62,56.710691223652844
63,55.47071929171794
64,51.25009653772909
65,56.860459480961424
66,35.93919950235555
67,26.66078608603716
68,56.67905005928563
69,44.055714645804386
70,56.39372405567542
71,45.49656438231824
72,56.77689137109827
73,55.15529708117228
74,39.52425317038069
75,32.109106582533954
76,34.52525069458022
77,46.96399309322206
78,53.63480667599117
79,51.80681576064515
80,45.63231299647194
81,50.46086599315662
82,41.809493102011096
83,42.42994605837365
84,50.7016037900042
85,43.85499055701369
86,29.212613286549598
87,40.86930597127245
88,30.073258873516146
89,36.59016663128989
90,25.614229909181887
91,52.3592987875744
92,33.871893563159986
93,33.21858236552404
94,54.440999923416726
95,33.654099561416885
96,56.856685018020116
97,48.77518143431321
98,56.50105935507811
99,30.18111915805123
